Relative path to structure,Relative path to metrics (JSON/log),Modelling software,Entry title,Entry description,Entry short name,pTM (optional)
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0328_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0328_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: UPF0353 protein MAP_1207 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0328,0.69
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0329_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0329_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Ras-related GTP-binding protein A ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0329,0.757
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0330_ESMFold_N-A.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0330_ESMFold_N-A.pdb,ESMFold,N-A,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0330,0.871
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0331_ESMFold_N-6_DNA_methylase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0331_ESMFold_N-6_DNA_methylase.pdb,ESMFold,N-6 DNA methylase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0331,0.898
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0332_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0332_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0332,0.293
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0333_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0333_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0333,0.499
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0334_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0334_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0334,0.701
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0335_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0335_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Crystal structure of a 2`-deoxyribosyltransferase from the psychrophilic bacterium Desulfotalea psychrophila. ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0335,0.818
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0336_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0336_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0336,0.651
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0337_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0337_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0337,0.479
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0338_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0338_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0338,0.521
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0339_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0339_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Putative esterase AF_2264 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0339,0.862
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0340_ESMFold_phosphatase_PAP2_family_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0340_ESMFold_phosphatase_PAP2_family_protein.pdb,ESMFold,phosphatase PAP2 family protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0340,0.927
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0341_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0341_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0341,0.469
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0342_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0342_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Denitrification regulatory protein NirQ ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0342,0.754
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0343_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0343_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: D-glycero-alpha-D-manno-heptose 7-phosphate kinase ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0343,0.898
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0344_ESMFold_sugar_phosphate_nucleotidyltransferase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0344_ESMFold_sugar_phosphate_nucleotidyltransferase.pdb,ESMFold,sugar phosphate nucleotidyltransferase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0344,0.93
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0345_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0345_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0345,0.859
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0346_ESMFold_phosphate_ABC_transporter_ATP-binding_protein_PstB.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0346_ESMFold_phosphate_ABC_transporter_ATP-binding_protein_PstB.pdb,ESMFold,phosphate ABC transporter ATP-binding protein PstB,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0346,0.935
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0347_ESMFold_nitroreductase_family_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0347_ESMFold_nitroreductase_family_protein.pdb,ESMFold,nitroreductase family protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0347,0.906
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0348_ESMFold_class_II_aldolase-adducin_family_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0348_ESMFold_class_II_aldolase-adducin_family_protein.pdb,ESMFold,class II aldolase-adducin family protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0348,0.962
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0349_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0349_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0349,0.17
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0350_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0350_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0350,0.765
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0351_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0351_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: 7-cyano-7-deazaguanine synthase ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0351,0.634
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0352_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_0352_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Modification methylase HinfI ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-0352,0.905
